"","score","asfeeling"
"86330",89,"Strongly Favorable"
"86331",49,"Unfavorable"
"86332",70,"Lightly Favorable"
"86333",31,"Unfavorable"
"86334",51,"Lightly Favorable"
"86335",50,"Unfavorable"
"86336",81,"Strongly Favorable"
"86337",100,"Strongly Favorable"
"86338",50,"Unfavorable"
"86339",67,"Lightly Favorable"
"86340",50,"Unfavorable"
"86341",81,"Strongly Favorable"
"86342",90,"Strongly Favorable"
"86343",73,"Lightly Favorable"
"86344",88,"Strongly Favorable"
"86345",16,"Strongly unfavorable"
"86346",49,"Unfavorable"
"86347",53,"Lightly Favorable"
"86348",85,"Strongly Favorable"
"86349",93,"Strongly Favorable"
"86350",25,"Strongly unfavorable"
"86351",3,"Strongly unfavorable"
"86352",68,"Lightly Favorable"
"86353",48,"Unfavorable"
"86354",85,"Strongly Favorable"
"86355",46,"Unfavorable"
"86356",50,"Unfavorable"
"86357",0,"Strongly unfavorable"
"86358",50,"Unfavorable"
"86359",80,"Strongly Favorable"
"86360",85,"Strongly Favorable"
"86361",67,"Lightly Favorable"
"86362",6,"Strongly unfavorable"
"86363",99,"Strongly Favorable"
"86364",28,"Unfavorable"
"86365",100,"Strongly Favorable"
"86366",44,"Unfavorable"
"86367",92,"Strongly Favorable"
"86368",5,"Strongly unfavorable"
"86369",2,"Strongly unfavorable"
"86370",100,"Strongly Favorable"
"86371",80,"Strongly Favorable"
"86372",98,"Strongly Favorable"
"86373",88,"Strongly Favorable"
"86374",34,"Unfavorable"
"86375",78,"Strongly Favorable"
"86376",29,"Unfavorable"
"86377",85,"Strongly Favorable"
"86378",1,"Strongly unfavorable"
"86379",40,"Unfavorable"
"86380",55,"Lightly Favorable"
"86381",84,"Strongly Favorable"
"86382",70,"Lightly Favorable"
"86383",56,"Lightly Favorable"
"86384",50,"Unfavorable"
"86385",88,"Strongly Favorable"
"86386",12,"Strongly unfavorable"
"86387",50,"Unfavorable"
"86388",0,"Strongly unfavorable"
"86389",76,"Strongly Favorable"
"86390",100,"Strongly Favorable"
"86391",5,"Strongly unfavorable"
"86392",79,"Strongly Favorable"
"86393",55,"Lightly Favorable"
"86394",55,"Lightly Favorable"
"86395",51,"Lightly Favorable"
"86396",21,"Strongly unfavorable"
"86397",11,"Strongly unfavorable"
"86398",1,"Strongly unfavorable"
"86399",60,"Lightly Favorable"
"86400",50,"Unfavorable"
"86401",60,"Lightly Favorable"
"86402",61,"Lightly Favorable"
"86403",24,"Strongly unfavorable"
"86404",0,"Strongly unfavorable"
"86405",61,"Lightly Favorable"
"86406",79,"Strongly Favorable"
"86407",67,"Lightly Favorable"
"86408",50,"Unfavorable"
"86409",74,"Lightly Favorable"
"86410",87,"Strongly Favorable"
"86411",49,"Unfavorable"
"86412",50,"Unfavorable"
"86413",5,"Strongly unfavorable"
"86414",84,"Strongly Favorable"
"86415",80,"Strongly Favorable"
"86416",50,"Unfavorable"
"86417",49,"Unfavorable"
"86418",50,"Unfavorable"
"86419",50,"Unfavorable"
"86420",91,"Strongly Favorable"
"86421",70,"Lightly Favorable"
"86422",97,"Strongly Favorable"
"86423",50,"Unfavorable"
"86424",80,"Strongly Favorable"
"86425",90,"Strongly Favorable"
"86426",0,"Strongly unfavorable"
"86427",98,"Strongly Favorable"
"86428",67,"Lightly Favorable"
"86429",67,"Lightly Favorable"
"86430",51,"Lightly Favorable"
"86431",5,"Strongly unfavorable"
"86432",25,"Strongly unfavorable"
"86433",100,"Strongly Favorable"
"86434",100,"Strongly Favorable"
"86435",50,"Unfavorable"
"86436",9,"Strongly unfavorable"
"86437",94,"Strongly Favorable"
"86438",67,"Lightly Favorable"
"86439",81,"Strongly Favorable"
"86440",59,"Lightly Favorable"
"86441",50,"Unfavorable"
"86442",61,"Lightly Favorable"
"86443",90,"Strongly Favorable"
"86444",66,"Lightly Favorable"
"86445",16,"Strongly unfavorable"
"86446",81,"Strongly Favorable"
"86447",51,"Lightly Favorable"
"86448",46,"Unfavorable"
"86449",50,"Unfavorable"
"86450",56,"Lightly Favorable"
"86451",78,"Strongly Favorable"
"86452",50,"Unfavorable"
"86453",79,"Strongly Favorable"
"86454",100,"Strongly Favorable"
"86455",95,"Strongly Favorable"
"86456",88,"Strongly Favorable"
"86457",66,"Lightly Favorable"
"86458",90,"Strongly Favorable"
"86459",78,"Strongly Favorable"
"86460",3,"Strongly unfavorable"
"86461",50,"Unfavorable"
"86462",59,"Lightly Favorable"
"86463",89,"Strongly Favorable"
"86464",48,"Unfavorable"
"86465",50,"Unfavorable"
"86466",80,"Strongly Favorable"
"86467",50,"Unfavorable"
"86468",49,"Unfavorable"
"86469",0,"Strongly unfavorable"
"86470",52,"Lightly Favorable"
"86471",79,"Strongly Favorable"
"86472",100,"Strongly Favorable"
"86473",51,"Lightly Favorable"
"86474",50,"Unfavorable"
"86475",70,"Lightly Favorable"
"86476",99,"Strongly Favorable"
"86477",99,"Strongly Favorable"
"86478",50,"Unfavorable"
"86479",100,"Strongly Favorable"
"86480",90,"Strongly Favorable"
"86481",50,"Unfavorable"
"86482",95,"Strongly Favorable"
"86483",20,"Strongly unfavorable"
"86484",81,"Strongly Favorable"
"86485",86,"Strongly Favorable"
"86486",100,"Strongly Favorable"
"86487",100,"Strongly Favorable"
"86488",59,"Lightly Favorable"
"86489",100,"Strongly Favorable"
"86490",28,"Unfavorable"
"86491",79,"Strongly Favorable"
"86492",79,"Strongly Favorable"
"86493",91,"Strongly Favorable"
"86494",66,"Lightly Favorable"
"86495",80,"Strongly Favorable"
"86496",60,"Lightly Favorable"
"86497",14,"Strongly unfavorable"
"86498",51,"Lightly Favorable"
"86499",11,"Strongly unfavorable"
"86500",71,"Lightly Favorable"
"86501",50,"Unfavorable"
"86502",100,"Strongly Favorable"
"86503",47,"Unfavorable"
"86504",41,"Unfavorable"
"86505",7,"Strongly unfavorable"
"86506",8,"Strongly unfavorable"
"86507",15,"Strongly unfavorable"
"86508",100,"Strongly Favorable"
"86509",80,"Strongly Favorable"
"86510",1,"Strongly unfavorable"
"86511",49,"Unfavorable"
"86512",88,"Strongly Favorable"
"86513",31,"Unfavorable"
"86514",71,"Lightly Favorable"
"86515",50,"Unfavorable"
"86516",89,"Strongly Favorable"
"86517",3,"Strongly unfavorable"
"86518",79,"Strongly Favorable"
"86519",76,"Strongly Favorable"
"86520",30,"Unfavorable"
"86521",73,"Lightly Favorable"
"86522",99,"Strongly Favorable"
"86523",100,"Strongly Favorable"
"86524",29,"Unfavorable"
"86525",100,"Strongly Favorable"
"86526",5,"Strongly unfavorable"
"86527",60,"Lightly Favorable"
"86528",80,"Strongly Favorable"
"86529",50,"Unfavorable"
"86530",44,"Unfavorable"
"86531",93,"Strongly Favorable"
"86532",59,"Lightly Favorable"
"86533",51,"Lightly Favorable"
"86534",66,"Lightly Favorable"
"86535",99,"Strongly Favorable"
"86536",9,"Strongly unfavorable"
"86537",70,"Lightly Favorable"
"86538",89,"Strongly Favorable"
"86539",13,"Strongly unfavorable"
"86540",50,"Unfavorable"
"86541",53,"Lightly Favorable"
"86542",28,"Unfavorable"
"86543",15,"Strongly unfavorable"
"86544",80,"Strongly Favorable"
"86545",3,"Strongly unfavorable"
"86546",91,"Strongly Favorable"
"86547",8,"Strongly unfavorable"
"86548",7,"Strongly unfavorable"
"86549",1,"Strongly unfavorable"
"86550",53,"Lightly Favorable"
"86551",98,"Strongly Favorable"
"86552",49,"Unfavorable"
"86553",91,"Strongly Favorable"
"86554",72,"Lightly Favorable"
"86555",37,"Unfavorable"
"86556",45,"Unfavorable"
"86557",51,"Lightly Favorable"
"86558",51,"Lightly Favorable"
"86559",50,"Unfavorable"
"86560",3,"Strongly unfavorable"
"86561",50,"Unfavorable"
"86562",66,"Lightly Favorable"
"86563",99,"Strongly Favorable"
"86564",53,"Lightly Favorable"
"86565",0,"Strongly unfavorable"
"86566",100,"Strongly Favorable"
"86567",50,"Unfavorable"
"86568",49,"Unfavorable"
"86569",85,"Strongly Favorable"
"86570",51,"Lightly Favorable"
"86571",68,"Lightly Favorable"
"86572",30,"Unfavorable"
"86573",99,"Strongly Favorable"
"86574",65,"Lightly Favorable"
"86575",92,"Strongly Favorable"
"86576",55,"Lightly Favorable"
"86577",100,"Strongly Favorable"
"86578",94,"Strongly Favorable"
"86579",15,"Strongly unfavorable"
"86580",1,"Strongly unfavorable"
"86581",69,"Lightly Favorable"
"86582",50,"Unfavorable"
"86583",51,"Lightly Favorable"
"86584",2,"Strongly unfavorable"
"86585",50,"Unfavorable"
"86586",40,"Unfavorable"
"86587",51,"Lightly Favorable"
"86588",50,"Unfavorable"
"86589",79,"Strongly Favorable"
"86590",80,"Strongly Favorable"
"86591",4,"Strongly unfavorable"
"86592",81,"Strongly Favorable"
"86593",53,"Lightly Favorable"
"86594",84,"Strongly Favorable"
"86595",100,"Strongly Favorable"
"86596",27,"Unfavorable"
"86597",40,"Unfavorable"
"86598",61,"Lightly Favorable"
"86599",0,"Strongly unfavorable"
"86600",80,"Strongly Favorable"
"86601",97,"Strongly Favorable"
"86602",64,"Lightly Favorable"
"86603",69,"Lightly Favorable"
"86604",88,"Strongly Favorable"
"86605",24,"Strongly unfavorable"
"86606",90,"Strongly Favorable"
"86607",29,"Unfavorable"
"86608",14,"Strongly unfavorable"
"86609",50,"Unfavorable"
"86610",50,"Unfavorable"
"86611",74,"Lightly Favorable"
"86612",73,"Lightly Favorable"
"86613",49,"Unfavorable"
"86614",68,"Lightly Favorable"
"86615",50,"Unfavorable"
"86616",88,"Strongly Favorable"
"86617",78,"Strongly Favorable"
"86618",28,"Unfavorable"
"86619",50,"Unfavorable"
"86620",60,"Lightly Favorable"
"86621",99,"Strongly Favorable"
"86622",97,"Strongly Favorable"
"86623",70,"Lightly Favorable"
"86624",72,"Lightly Favorable"
"86625",100,"Strongly Favorable"
"86626",50,"Unfavorable"
"86627",78,"Strongly Favorable"
"86628",99,"Strongly Favorable"
"86629",89,"Strongly Favorable"
"86630",50,"Unfavorable"
"86631",71,"Lightly Favorable"
"86632",40,"Unfavorable"
"86633",50,"Unfavorable"
"86634",38,"Unfavorable"
"86635",59,"Lightly Favorable"
"86636",2,"Strongly unfavorable"
"86637",5,"Strongly unfavorable"
"86638",81,"Strongly Favorable"
"86639",50,"Unfavorable"
"86640",15,"Strongly unfavorable"
"86641",45,"Unfavorable"
"86642",50,"Unfavorable"
"86643",25,"Strongly unfavorable"
"86644",63,"Lightly Favorable"
"86645",50,"Unfavorable"
"86646",50,"Unfavorable"
"86647",31,"Unfavorable"
"86648",30,"Unfavorable"
"86649",46,"Unfavorable"
"86650",100,"Strongly Favorable"
"86651",0,"Strongly unfavorable"
"86652",71,"Lightly Favorable"
"86653",47,"Unfavorable"
"86654",50,"Unfavorable"
"86655",71,"Lightly Favorable"
"86656",95,"Strongly Favorable"
"86657",52,"Lightly Favorable"
"86658",0,"Strongly unfavorable"
"86659",54,"Lightly Favorable"
"86660",100,"Strongly Favorable"
"86661",100,"Strongly Favorable"
"86662",52,"Lightly Favorable"
"86663",61,"Lightly Favorable"
"86664",2,"Strongly unfavorable"
"86665",6,"Strongly unfavorable"
"86666",100,"Strongly Favorable"
"86667",98,"Strongly Favorable"
"86668",99,"Strongly Favorable"
"86669",77,"Strongly Favorable"
"86670",91,"Strongly Favorable"
"86671",78,"Strongly Favorable"
"86672",92,"Strongly Favorable"
"86673",73,"Lightly Favorable"
"86674",78,"Strongly Favorable"
"86675",85,"Strongly Favorable"
"86676",54,"Lightly Favorable"
"86677",95,"Strongly Favorable"
"86678",50,"Unfavorable"
"86679",60,"Lightly Favorable"
"86680",71,"Lightly Favorable"
"86681",13,"Strongly unfavorable"
"86682",2,"Strongly unfavorable"
"86683",91,"Strongly Favorable"
"86684",70,"Lightly Favorable"
"86685",50,"Unfavorable"
"86686",2,"Strongly unfavorable"
"86687",49,"Unfavorable"
"86688",95,"Strongly Favorable"
"86689",51,"Lightly Favorable"
"86690",74,"Lightly Favorable"
"86691",99,"Strongly Favorable"
"86692",96,"Strongly Favorable"
"86693",81,"Strongly Favorable"
"86694",52,"Lightly Favorable"
"86695",80,"Strongly Favorable"
"86696",53,"Lightly Favorable"
"86697",76,"Strongly Favorable"
"86698",81,"Strongly Favorable"
"86699",1,"Strongly unfavorable"
"86700",89,"Strongly Favorable"
"86701",97,"Strongly Favorable"
"86702",100,"Strongly Favorable"
"86703",51,"Lightly Favorable"
"86704",99,"Strongly Favorable"
"86705",2,"Strongly unfavorable"
"86706",3,"Strongly unfavorable"
"86707",100,"Strongly Favorable"
"86708",50,"Unfavorable"
"86709",1,"Strongly unfavorable"
"86710",10,"Strongly unfavorable"
"86711",0,"Strongly unfavorable"
"86712",63,"Lightly Favorable"
"86713",55,"Lightly Favorable"
"86714",66,"Lightly Favorable"
"86715",95,"Strongly Favorable"
"86716",55,"Lightly Favorable"
"86717",9,"Strongly unfavorable"
"86718",25,"Strongly unfavorable"
"86719",75,"Lightly Favorable"
"86720",45,"Unfavorable"
"86721",50,"Unfavorable"
"86722",90,"Strongly Favorable"
"86723",31,"Unfavorable"
"86724",51,"Lightly Favorable"
"86725",50,"Unfavorable"
"86726",50,"Unfavorable"
"86727",6,"Strongly unfavorable"
"86728",82,"Strongly Favorable"
"86729",71,"Lightly Favorable"
"86730",61,"Lightly Favorable"
"86731",10,"Strongly unfavorable"
"86732",88,"Strongly Favorable"
"86733",0,"Strongly unfavorable"
"86734",32,"Unfavorable"
"86735",50,"Unfavorable"
"86736",59,"Lightly Favorable"
"86737",91,"Strongly Favorable"
"86738",100,"Strongly Favorable"
"86739",22,"Strongly unfavorable"
"86740",97,"Strongly Favorable"
"86741",80,"Strongly Favorable"
"86742",3,"Strongly unfavorable"
"86743",55,"Lightly Favorable"
"86744",93,"Strongly Favorable"
"86745",38,"Unfavorable"
"86746",48,"Unfavorable"
"86747",70,"Lightly Favorable"
"86748",61,"Lightly Favorable"
"86749",100,"Strongly Favorable"
"86750",11,"Strongly unfavorable"
"86751",78,"Strongly Favorable"
"86752",90,"Strongly Favorable"
"86753",99,"Strongly Favorable"
"86754",20,"Strongly unfavorable"
"86755",69,"Lightly Favorable"
"86756",4,"Strongly unfavorable"
"86757",50,"Unfavorable"
"86758",89,"Strongly Favorable"
"86759",100,"Strongly Favorable"
"86760",50,"Unfavorable"
"86761",92,"Strongly Favorable"
"86762",98,"Strongly Favorable"
"86763",95,"Strongly Favorable"
"86764",90,"Strongly Favorable"
"86765",0,"Strongly unfavorable"
"86766",56,"Lightly Favorable"
"86767",55,"Lightly Favorable"
"86768",100,"Strongly Favorable"
"86769",45,"Unfavorable"
"86770",51,"Lightly Favorable"
"86771",60,"Lightly Favorable"
"86772",0,"Strongly unfavorable"
"86773",100,"Strongly Favorable"
"86774",50,"Unfavorable"
"86775",5,"Strongly unfavorable"
"86776",28,"Unfavorable"
"86777",100,"Strongly Favorable"
"86778",48,"Unfavorable"
"86779",53,"Lightly Favorable"
"86780",0,"Strongly unfavorable"
"86781",50,"Unfavorable"
"86782",4,"Strongly unfavorable"
"86783",52,"Lightly Favorable"
"86784",26,"Unfavorable"
"86785",40,"Unfavorable"
"86786",56,"Lightly Favorable"
"86787",21,"Strongly unfavorable"
"86788",49,"Unfavorable"
"86789",99,"Strongly Favorable"
"86790",99,"Strongly Favorable"
"86791",88,"Strongly Favorable"
"86792",40,"Unfavorable"
"86793",52,"Lightly Favorable"
"86794",72,"Lightly Favorable"
"86795",75,"Lightly Favorable"
"86796",51,"Lightly Favorable"
"86797",90,"Strongly Favorable"
"86798",99,"Strongly Favorable"
"86799",88,"Strongly Favorable"
"86800",54,"Lightly Favorable"
"86801",84,"Strongly Favorable"
"86802",75,"Lightly Favorable"
"86803",48,"Unfavorable"
"86804",3,"Strongly unfavorable"
"86805",80,"Strongly Favorable"
"86806",51,"Lightly Favorable"
"86807",5,"Strongly unfavorable"
"86808",62,"Lightly Favorable"
"86809",98,"Strongly Favorable"
"86810",99,"Strongly Favorable"
"86811",99,"Strongly Favorable"
"86812",84,"Strongly Favorable"
"86813",59,"Lightly Favorable"
"86814",36,"Unfavorable"
"86815",51,"Lightly Favorable"
"86816",99,"Strongly Favorable"
"86817",85,"Strongly Favorable"
"86818",80,"Strongly Favorable"
"86819",100,"Strongly Favorable"
"86820",50,"Unfavorable"
"86821",52,"Lightly Favorable"
"86822",70,"Lightly Favorable"
"86823",93,"Strongly Favorable"
"86824",32,"Unfavorable"
"86825",13,"Strongly unfavorable"
"86826",89,"Strongly Favorable"
"86827",80,"Strongly Favorable"
"86828",29,"Unfavorable"
"86829",84,"Strongly Favorable"
"86830",78,"Strongly Favorable"
"86831",92,"Strongly Favorable"
"86832",100,"Strongly Favorable"
"86833",64,"Lightly Favorable"
"86834",51,"Lightly Favorable"
"86835",51,"Lightly Favorable"
"86836",50,"Unfavorable"
"86837",34,"Unfavorable"
"86838",94,"Strongly Favorable"
"86839",0,"Strongly unfavorable"
"86840",51,"Lightly Favorable"
"86841",16,"Strongly unfavorable"
"86842",100,"Strongly Favorable"
"86843",49,"Unfavorable"
"86844",51,"Lightly Favorable"
"86845",37,"Unfavorable"
"86846",1,"Strongly unfavorable"
"86847",80,"Strongly Favorable"
"86848",95,"Strongly Favorable"
"86849",71,"Lightly Favorable"
"86850",51,"Lightly Favorable"
"86851",81,"Strongly Favorable"
"86852",51,"Lightly Favorable"
"86853",83,"Strongly Favorable"
"86854",53,"Lightly Favorable"
"86855",94,"Strongly Favorable"
"86856",50,"Unfavorable"
"86857",50,"Unfavorable"
"86858",77,"Strongly Favorable"
"86859",43,"Unfavorable"
"86860",70,"Lightly Favorable"
"86861",51,"Lightly Favorable"
"86862",99,"Strongly Favorable"
"86863",80,"Strongly Favorable"
"86864",70,"Lightly Favorable"
"86865",50,"Unfavorable"
"86866",50,"Unfavorable"
"86867",50,"Unfavorable"
"86868",1,"Strongly unfavorable"
"86869",1,"Strongly unfavorable"
"86870",71,"Lightly Favorable"
"86871",74,"Lightly Favorable"
"86872",100,"Strongly Favorable"
"86873",0,"Strongly unfavorable"
"86874",51,"Lightly Favorable"
"86875",41,"Unfavorable"
"86876",91,"Strongly Favorable"
"86877",13,"Strongly unfavorable"
"86878",0,"Strongly unfavorable"
"86879",72,"Lightly Favorable"
"86880",19,"Strongly unfavorable"
"86881",0,"Strongly unfavorable"
"86882",5,"Strongly unfavorable"
"86883",70,"Lightly Favorable"
"86884",60,"Lightly Favorable"
"86885",50,"Unfavorable"
"86886",81,"Strongly Favorable"
"86887",1,"Strongly unfavorable"
"86888",100,"Strongly Favorable"
"86889",90,"Strongly Favorable"
"86890",60,"Lightly Favorable"
"86891",31,"Unfavorable"
"86892",52,"Lightly Favorable"
"86893",51,"Lightly Favorable"
"86894",2,"Strongly unfavorable"
"86895",98,"Strongly Favorable"
"86896",100,"Strongly Favorable"
"86897",100,"Strongly Favorable"
"86898",45,"Unfavorable"
"86899",50,"Unfavorable"
"86900",49,"Unfavorable"
"86901",75,"Lightly Favorable"
"86902",3,"Strongly unfavorable"
"86903",91,"Strongly Favorable"
"86904",51,"Lightly Favorable"
"86905",20,"Strongly unfavorable"
"86906",75,"Lightly Favorable"
"86907",50,"Unfavorable"
"86908",88,"Strongly Favorable"
"86909",2,"Strongly unfavorable"
"86910",98,"Strongly Favorable"
"86911",53,"Lightly Favorable"
"86912",51,"Lightly Favorable"
"86913",25,"Strongly unfavorable"
"86914",44,"Unfavorable"
"86915",91,"Strongly Favorable"
"86916",90,"Strongly Favorable"
"86917",89,"Strongly Favorable"
"86918",50,"Unfavorable"
"86919",90,"Strongly Favorable"
"86920",32,"Unfavorable"
"86921",100,"Strongly Favorable"
"86922",79,"Strongly Favorable"
"86923",44,"Unfavorable"
"86924",1,"Strongly unfavorable"
"86925",51,"Lightly Favorable"
"86926",78,"Strongly Favorable"
"86927",50,"Unfavorable"
"86928",89,"Strongly Favorable"
"86929",81,"Strongly Favorable"
"86930",92,"Strongly Favorable"
"86931",81,"Strongly Favorable"
"86932",1,"Strongly unfavorable"
"86933",71,"Lightly Favorable"
"86934",100,"Strongly Favorable"
"86935",100,"Strongly Favorable"
"86936",88,"Strongly Favorable"
"86937",99,"Strongly Favorable"
"86938",90,"Strongly Favorable"
"86939",98,"Strongly Favorable"
"86940",51,"Lightly Favorable"
"86941",52,"Lightly Favorable"
"86942",46,"Unfavorable"
"86943",79,"Strongly Favorable"
"86944",21,"Strongly unfavorable"
"86945",96,"Strongly Favorable"
"86946",50,"Unfavorable"
"86947",50,"Unfavorable"
"86948",100,"Strongly Favorable"
"86949",25,"Strongly unfavorable"
"86950",50,"Unfavorable"
"86951",77,"Strongly Favorable"
"86952",81,"Strongly Favorable"
"86953",100,"Strongly Favorable"
"86954",50,"Unfavorable"
"86955",7,"Strongly unfavorable"
"86956",80,"Strongly Favorable"
"86957",52,"Lightly Favorable"
"86958",75,"Lightly Favorable"
"86959",100,"Strongly Favorable"
"86960",70,"Lightly Favorable"
"86961",81,"Strongly Favorable"
"86962",52,"Lightly Favorable"
"86963",95,"Strongly Favorable"
"86964",50,"Unfavorable"
"86965",42,"Unfavorable"
"86966",99,"Strongly Favorable"
"86967",2,"Strongly unfavorable"
"86968",50,"Unfavorable"
"86969",79,"Strongly Favorable"
"86970",10,"Strongly unfavorable"
"86971",4,"Strongly unfavorable"
"86972",38,"Unfavorable"
"86973",80,"Strongly Favorable"
"86974",96,"Strongly Favorable"
"86975",97,"Strongly Favorable"
"86976",41,"Unfavorable"
"86977",40,"Unfavorable"
"86978",51,"Lightly Favorable"
"86979",0,"Strongly unfavorable"
"86980",50,"Unfavorable"
"86981",31,"Unfavorable"
"86982",100,"Strongly Favorable"
"86983",15,"Strongly unfavorable"
"86984",56,"Lightly Favorable"
"86985",47,"Unfavorable"
"86986",94,"Strongly Favorable"
"86987",52,"Lightly Favorable"
"86988",26,"Unfavorable"
"86989",94,"Strongly Favorable"
"86990",50,"Unfavorable"
"86991",50,"Unfavorable"
"86992",7,"Strongly unfavorable"
"86993",30,"Unfavorable"
"86994",57,"Lightly Favorable"
"86995",92,"Strongly Favorable"
"86996",99,"Strongly Favorable"
"86997",100,"Strongly Favorable"
"86998",81,"Strongly Favorable"
"86999",50,"Unfavorable"
"87000",50,"Unfavorable"
"87001",50,"Unfavorable"
"87002",50,"Unfavorable"
"87003",45,"Unfavorable"
"87004",8,"Strongly unfavorable"
"87005",100,"Strongly Favorable"
"87006",52,"Lightly Favorable"
"87007",100,"Strongly Favorable"
"87008",50,"Unfavorable"
"87009",0,"Strongly unfavorable"
"87010",21,"Strongly unfavorable"
"87011",72,"Lightly Favorable"
"87012",99,"Strongly Favorable"
"87013",50,"Unfavorable"
"87014",90,"Strongly Favorable"
"87015",93,"Strongly Favorable"
"87016",100,"Strongly Favorable"
"87017",90,"Strongly Favorable"
"87018",90,"Strongly Favorable"
"87019",72,"Lightly Favorable"
"87020",21,"Strongly unfavorable"
"87021",81,"Strongly Favorable"
"87022",90,"Strongly Favorable"
"87023",17,"Strongly unfavorable"
"87024",100,"Strongly Favorable"
"87025",45,"Unfavorable"
"87026",100,"Strongly Favorable"
"87027",90,"Strongly Favorable"
"87028",53,"Lightly Favorable"
"87029",53,"Lightly Favorable"
"87030",1,"Strongly unfavorable"
"87031",70,"Lightly Favorable"
"87032",11,"Strongly unfavorable"
"87033",47,"Unfavorable"
"87034",89,"Strongly Favorable"
"87035",79,"Strongly Favorable"
"87036",0,"Strongly unfavorable"
"87037",55,"Lightly Favorable"
"87038",100,"Strongly Favorable"
"87039",90,"Strongly Favorable"
"87040",50,"Unfavorable"
"87041",30,"Unfavorable"
"87042",50,"Unfavorable"
"87043",100,"Strongly Favorable"
"87044",96,"Strongly Favorable"
"87045",69,"Lightly Favorable"
"87046",59,"Lightly Favorable"
"87047",56,"Lightly Favorable"
"87048",81,"Strongly Favorable"
"87049",60,"Lightly Favorable"
"87050",9,"Strongly unfavorable"
"87051",0,"Strongly unfavorable"
"87052",94,"Strongly Favorable"
"87053",100,"Strongly Favorable"
"87054",55,"Lightly Favorable"
"87055",91,"Strongly Favorable"
"87056",75,"Lightly Favorable"
"87057",95,"Strongly Favorable"
"87058",79,"Strongly Favorable"
"87059",66,"Lightly Favorable"
"87060",50,"Unfavorable"
"87061",100,"Strongly Favorable"
"87062",100,"Strongly Favorable"
"87063",69,"Lightly Favorable"
"87064",86,"Strongly Favorable"
"87065",50,"Unfavorable"
"87066",1,"Strongly unfavorable"
"87067",51,"Lightly Favorable"
"87068",10,"Strongly unfavorable"
"87069",90,"Strongly Favorable"
"87070",53,"Lightly Favorable"
"87071",10,"Strongly unfavorable"
"87072",50,"Unfavorable"
"87073",86,"Strongly Favorable"
"87074",79,"Strongly Favorable"
"87075",12,"Strongly unfavorable"
"87076",100,"Strongly Favorable"
"87077",0,"Strongly unfavorable"
"87078",6,"Strongly unfavorable"
"87079",97,"Strongly Favorable"
"87080",50,"Unfavorable"
"87081",72,"Lightly Favorable"
"87082",77,"Strongly Favorable"
"87083",90,"Strongly Favorable"
"87084",79,"Strongly Favorable"
"87085",95,"Strongly Favorable"
"87086",56,"Lightly Favorable"
"87087",100,"Strongly Favorable"
"87088",72,"Lightly Favorable"
"87089",90,"Strongly Favorable"
"87090",76,"Strongly Favorable"
"87091",51,"Lightly Favorable"
"87092",91,"Strongly Favorable"
"87093",78,"Strongly Favorable"
"87094",50,"Unfavorable"
"87095",1,"Strongly unfavorable"
"87096",50,"Unfavorable"
"87097",98,"Strongly Favorable"
"87098",51,"Lightly Favorable"
"87099",79,"Strongly Favorable"
"87100",84,"Strongly Favorable"
"87101",30,"Unfavorable"
"87102",54,"Lightly Favorable"
"87103",79,"Strongly Favorable"
"87104",49,"Unfavorable"
"87105",35,"Unfavorable"
"87106",100,"Strongly Favorable"
"87107",27,"Unfavorable"
"87108",51,"Lightly Favorable"
"87109",50,"Unfavorable"
"87110",87,"Strongly Favorable"
"87111",30,"Unfavorable"
"87112",14,"Strongly unfavorable"
"87113",100,"Strongly Favorable"
"87114",88,"Strongly Favorable"
"87115",73,"Lightly Favorable"
"87116",25,"Strongly unfavorable"
"87117",52,"Lightly Favorable"
"87118",100,"Strongly Favorable"
"87119",94,"Strongly Favorable"
"87120",93,"Strongly Favorable"
"87121",50,"Unfavorable"
"87122",6,"Strongly unfavorable"
"87123",29,"Unfavorable"
"87124",50,"Unfavorable"
"87125",90,"Strongly Favorable"
"87126",99,"Strongly Favorable"
"87127",91,"Strongly Favorable"
"87128",0,"Strongly unfavorable"
"87129",99,"Strongly Favorable"
"87130",50,"Unfavorable"
"87131",99,"Strongly Favorable"
"87132",11,"Strongly unfavorable"
"87133",79,"Strongly Favorable"
"87134",50,"Unfavorable"
"87135",6,"Strongly unfavorable"
"87136",51,"Lightly Favorable"
"87137",56,"Lightly Favorable"
"87138",58,"Lightly Favorable"
"87139",53,"Lightly Favorable"
"87140",53,"Lightly Favorable"
"87141",94,"Strongly Favorable"
"87142",71,"Lightly Favorable"
"87143",45,"Unfavorable"
"87144",75,"Lightly Favorable"
"87145",46,"Unfavorable"
"87146",100,"Strongly Favorable"
"87147",1,"Strongly unfavorable"
"87148",85,"Strongly Favorable"
"87149",50,"Unfavorable"
"87150",84,"Strongly Favorable"
"87151",90,"Strongly Favorable"
"87152",50,"Unfavorable"
"87153",74,"Lightly Favorable"
"87154",3,"Strongly unfavorable"
"87155",69,"Lightly Favorable"
"87156",29,"Unfavorable"
"87157",55,"Lightly Favorable"
"87158",76,"Strongly Favorable"
"87159",36,"Unfavorable"
"87160",100,"Strongly Favorable"
"87161",78,"Strongly Favorable"
"87162",52,"Lightly Favorable"
"87163",40,"Unfavorable"
"87164",35,"Unfavorable"
"87165",49,"Unfavorable"
"87166",97,"Strongly Favorable"
