"","score","asfeeling"
"87167",72,"Lightly Favorable"
"87168",56,"Lightly Favorable"
"87169",60,"Lightly Favorable"
"87170",36,"Unfavorable"
"87171",96,"Strongly Favorable"
"87172",34,"Unfavorable"
"87173",91,"Strongly Favorable"
"87174",0,"Strongly unfavorable"
"87175",32,"Unfavorable"
"87176",59,"Lightly Favorable"
"87177",87,"Strongly Favorable"
"87178",53,"Lightly Favorable"
"87179",11,"Strongly unfavorable"
"87180",89,"Strongly Favorable"
"87181",97,"Strongly Favorable"
"87182",97,"Strongly Favorable"
"87183",100,"Strongly Favorable"
"87184",69,"Lightly Favorable"
"87185",42,"Unfavorable"
"87186",70,"Lightly Favorable"
"87187",79,"Strongly Favorable"
"87188",84,"Strongly Favorable"
"87189",94,"Strongly Favorable"
"87190",2,"Strongly unfavorable"
"87191",100,"Strongly Favorable"
"87192",12,"Strongly unfavorable"
"87193",54,"Lightly Favorable"
"87194",38,"Unfavorable"
"87195",77,"Strongly Favorable"
"87196",50,"Unfavorable"
"87197",11,"Strongly unfavorable"
"87198",99,"Strongly Favorable"
"87199",40,"Unfavorable"
"87200",96,"Strongly Favorable"
"87201",81,"Strongly Favorable"
"87202",95,"Strongly Favorable"
"87203",14,"Strongly unfavorable"
"87204",49,"Unfavorable"
"87205",53,"Lightly Favorable"
"87206",80,"Strongly Favorable"
"87207",68,"Lightly Favorable"
"87208",2,"Strongly unfavorable"
"87209",97,"Strongly Favorable"
"87210",100,"Strongly Favorable"
"87211",58,"Lightly Favorable"
"87212",100,"Strongly Favorable"
"87213",29,"Unfavorable"
"87214",50,"Unfavorable"
"87215",51,"Lightly Favorable"
"87216",79,"Strongly Favorable"
"87217",100,"Strongly Favorable"
"87218",0,"Strongly unfavorable"
"87219",50,"Unfavorable"
"87220",100,"Strongly Favorable"
"87221",0,"Strongly unfavorable"
"87222",72,"Lightly Favorable"
"87223",100,"Strongly Favorable"
"87224",52,"Lightly Favorable"
"87225",72,"Lightly Favorable"
"87226",75,"Lightly Favorable"
"87227",68,"Lightly Favorable"
"87228",85,"Strongly Favorable"
"87229",95,"Strongly Favorable"
"87230",51,"Lightly Favorable"
"87231",75,"Lightly Favorable"
"87232",100,"Strongly Favorable"
"87233",100,"Strongly Favorable"
"87234",83,"Strongly Favorable"
"87235",51,"Lightly Favorable"
"87236",79,"Strongly Favorable"
"87237",100,"Strongly Favorable"
"87238",51,"Lightly Favorable"
"87239",60,"Lightly Favorable"
"87240",53,"Lightly Favorable"
"87241",50,"Unfavorable"
"87242",57,"Lightly Favorable"
"87243",80,"Strongly Favorable"
"87244",50,"Unfavorable"
"87245",27,"Unfavorable"
"87246",53,"Lightly Favorable"
"87247",88,"Strongly Favorable"
"87248",50,"Unfavorable"
"87249",99,"Strongly Favorable"
"87250",61,"Lightly Favorable"
"87251",50,"Unfavorable"
"87252",100,"Strongly Favorable"
"87253",93,"Strongly Favorable"
"87254",8,"Strongly unfavorable"
"87255",68,"Lightly Favorable"
"87256",45,"Unfavorable"
"87257",45,"Unfavorable"
"87258",100,"Strongly Favorable"
"87259",50,"Unfavorable"
"87260",53,"Lightly Favorable"
"87261",43,"Unfavorable"
"87262",91,"Strongly Favorable"
"87263",51,"Lightly Favorable"
"87264",41,"Unfavorable"
"87265",36,"Unfavorable"
"87266",89,"Strongly Favorable"
"87267",1,"Strongly unfavorable"
"87268",50,"Unfavorable"
"87269",55,"Lightly Favorable"
"87270",76,"Strongly Favorable"
"87271",56,"Lightly Favorable"
"87272",3,"Strongly unfavorable"
"87273",93,"Strongly Favorable"
"87274",70,"Lightly Favorable"
"87275",50,"Unfavorable"
"87276",0,"Strongly unfavorable"
"87277",50,"Unfavorable"
"87278",100,"Strongly Favorable"
"87279",51,"Lightly Favorable"
"87280",72,"Lightly Favorable"
"87281",94,"Strongly Favorable"
"87282",100,"Strongly Favorable"
"87283",50,"Unfavorable"
"87284",98,"Strongly Favorable"
"87285",2,"Strongly unfavorable"
"87286",19,"Strongly unfavorable"
"87287",85,"Strongly Favorable"
"87288",71,"Lightly Favorable"
"87289",78,"Strongly Favorable"
"87290",30,"Unfavorable"
"87291",92,"Strongly Favorable"
"87292",50,"Unfavorable"
"87293",71,"Lightly Favorable"
"87294",79,"Strongly Favorable"
"87295",50,"Unfavorable"
"87296",77,"Strongly Favorable"
"87297",9,"Strongly unfavorable"
"87298",80,"Strongly Favorable"
"87299",9,"Strongly unfavorable"
"87300",90,"Strongly Favorable"
"87301",82,"Strongly Favorable"
"87302",72,"Lightly Favorable"
"87303",50,"Unfavorable"
"87304",50,"Unfavorable"
"87305",70,"Lightly Favorable"
"87306",25,"Strongly unfavorable"
"87307",59,"Lightly Favorable"
"87308",47,"Unfavorable"
"87309",54,"Lightly Favorable"
"87310",70,"Lightly Favorable"
"87311",9,"Strongly unfavorable"
"87312",54,"Lightly Favorable"
"87313",1,"Strongly unfavorable"
"87314",90,"Strongly Favorable"
"87315",61,"Lightly Favorable"
"87316",52,"Lightly Favorable"
"87317",40,"Unfavorable"
"87318",56,"Lightly Favorable"
"87319",81,"Strongly Favorable"
"87320",100,"Strongly Favorable"
"87321",50,"Unfavorable"
"87322",67,"Lightly Favorable"
"87323",50,"Unfavorable"
"87324",50,"Unfavorable"
"87325",100,"Strongly Favorable"
"87326",51,"Lightly Favorable"
"87327",75,"Lightly Favorable"
"87328",3,"Strongly unfavorable"
"87329",70,"Lightly Favorable"
"87330",80,"Strongly Favorable"
"87331",65,"Lightly Favorable"
"87332",50,"Unfavorable"
"87333",100,"Strongly Favorable"
"87334",75,"Lightly Favorable"
"87335",55,"Lightly Favorable"
"87336",81,"Strongly Favorable"
"87337",100,"Strongly Favorable"
"87338",49,"Unfavorable"
"87339",85,"Strongly Favorable"
"87340",81,"Strongly Favorable"
"87341",91,"Strongly Favorable"
"87342",68,"Lightly Favorable"
"87343",61,"Lightly Favorable"
"87344",100,"Strongly Favorable"
"87345",1,"Strongly unfavorable"
"87346",0,"Strongly unfavorable"
"87347",51,"Lightly Favorable"
"87348",90,"Strongly Favorable"
"87349",76,"Strongly Favorable"
"87350",100,"Strongly Favorable"
"87351",2,"Strongly unfavorable"
"87352",40,"Unfavorable"
"87353",80,"Strongly Favorable"
"87354",100,"Strongly Favorable"
"87355",14,"Strongly unfavorable"
"87356",69,"Lightly Favorable"
"87357",80,"Strongly Favorable"
"87358",13,"Strongly unfavorable"
"87359",1,"Strongly unfavorable"
"87360",52,"Lightly Favorable"
"87361",60,"Lightly Favorable"
"87362",100,"Strongly Favorable"
"87363",53,"Lightly Favorable"
"87364",76,"Strongly Favorable"
"87365",88,"Strongly Favorable"
"87366",51,"Lightly Favorable"
"87367",31,"Unfavorable"
"87368",83,"Strongly Favorable"
"87369",85,"Strongly Favorable"
"87370",7,"Strongly unfavorable"
"87371",80,"Strongly Favorable"
"87372",81,"Strongly Favorable"
"87373",98,"Strongly Favorable"
"87374",50,"Unfavorable"
"87375",1,"Strongly unfavorable"
"87376",100,"Strongly Favorable"
"87377",93,"Strongly Favorable"
"87378",61,"Lightly Favorable"
"87379",80,"Strongly Favorable"
"87380",97,"Strongly Favorable"
"87381",99,"Strongly Favorable"
"87382",97,"Strongly Favorable"
"87383",0,"Strongly unfavorable"
"87384",20,"Strongly unfavorable"
"87385",30,"Unfavorable"
"87386",100,"Strongly Favorable"
"87387",100,"Strongly Favorable"
"87388",50,"Unfavorable"
"87389",50,"Unfavorable"
"87390",88,"Strongly Favorable"
"87391",55,"Lightly Favorable"
"87392",69,"Lightly Favorable"
"87393",58,"Lightly Favorable"
"87394",89,"Strongly Favorable"
"87395",19,"Strongly unfavorable"
"87396",53,"Lightly Favorable"
"87397",96,"Strongly Favorable"
"87398",88,"Strongly Favorable"
"87399",52,"Lightly Favorable"
"87400",2,"Strongly unfavorable"
"87401",100,"Strongly Favorable"
"87402",50,"Unfavorable"
"87403",29,"Unfavorable"
"87404",90,"Strongly Favorable"
"87405",97,"Strongly Favorable"
"87406",83,"Strongly Favorable"
"87407",51,"Lightly Favorable"
"87408",100,"Strongly Favorable"
"87409",100,"Strongly Favorable"
"87410",99,"Strongly Favorable"
"87411",50,"Unfavorable"
"87412",0,"Strongly unfavorable"
"87413",23,"Strongly unfavorable"
"87414",31,"Unfavorable"
"87415",91,"Strongly Favorable"
"87416",90,"Strongly Favorable"
"87417",6,"Strongly unfavorable"
"87418",90,"Strongly Favorable"
"87419",82,"Strongly Favorable"
"87420",74,"Lightly Favorable"
"87421",100,"Strongly Favorable"
"87422",75,"Lightly Favorable"
"87423",59,"Lightly Favorable"
"87424",100,"Strongly Favorable"
"87425",99,"Strongly Favorable"
"87426",50,"Unfavorable"
"87427",83,"Strongly Favorable"
"87428",60,"Lightly Favorable"
"87429",46,"Unfavorable"
"87430",97,"Strongly Favorable"
"87431",8,"Strongly unfavorable"
"87432",69,"Lightly Favorable"
"87433",100,"Strongly Favorable"
"87434",64,"Lightly Favorable"
"87435",95,"Strongly Favorable"
"87436",100,"Strongly Favorable"
"87437",87,"Strongly Favorable"
"87438",0,"Strongly unfavorable"
"87439",30,"Unfavorable"
"87440",75,"Lightly Favorable"
"87441",72,"Lightly Favorable"
"87442",92,"Strongly Favorable"
"87443",55,"Lightly Favorable"
"87444",51,"Lightly Favorable"
"87445",44,"Unfavorable"
"87446",75,"Lightly Favorable"
"87447",58,"Lightly Favorable"
"87448",50,"Unfavorable"
"87449",90,"Strongly Favorable"
"87450",56,"Lightly Favorable"
"87451",78,"Strongly Favorable"
"87452",60,"Lightly Favorable"
"87453",70,"Lightly Favorable"
"87454",51,"Lightly Favorable"
"87455",61,"Lightly Favorable"
"87456",79,"Strongly Favorable"
"87457",80,"Strongly Favorable"
"87458",6,"Strongly unfavorable"
"87459",46,"Unfavorable"
"87460",99,"Strongly Favorable"
"87461",70,"Lightly Favorable"
"87462",49,"Unfavorable"
"87463",88,"Strongly Favorable"
"87464",99,"Strongly Favorable"
"87465",57,"Lightly Favorable"
"87466",100,"Strongly Favorable"
"87467",80,"Strongly Favorable"
"87468",28,"Unfavorable"
"87469",48,"Unfavorable"
"87470",54,"Lightly Favorable"
"87471",50,"Unfavorable"
"87472",69,"Lightly Favorable"
"87473",50,"Unfavorable"
"87474",99,"Strongly Favorable"
"87475",3,"Strongly unfavorable"
"87476",70,"Lightly Favorable"
"87477",72,"Lightly Favorable"
"87478",92,"Strongly Favorable"
"87479",55,"Lightly Favorable"
"87480",81,"Strongly Favorable"
"87481",94,"Strongly Favorable"
"87482",28,"Unfavorable"
"87483",77,"Strongly Favorable"
"87484",63,"Lightly Favorable"
"87485",90,"Strongly Favorable"
"87486",81,"Strongly Favorable"
"87487",80,"Strongly Favorable"
"87488",61,"Lightly Favorable"
"87489",91,"Strongly Favorable"
"87490",51,"Lightly Favorable"
"87491",43,"Unfavorable"
"87492",10,"Strongly unfavorable"
"87493",79,"Strongly Favorable"
"87494",100,"Strongly Favorable"
"87495",7,"Strongly unfavorable"
"87496",87,"Strongly Favorable"
"87497",9,"Strongly unfavorable"
"87498",50,"Unfavorable"
"87499",100,"Strongly Favorable"
"87500",62,"Lightly Favorable"
"87501",75,"Lightly Favorable"
"87502",100,"Strongly Favorable"
"87503",52,"Lightly Favorable"
"87504",50,"Unfavorable"
"87505",90,"Strongly Favorable"
"87506",70,"Lightly Favorable"
"87507",31,"Unfavorable"
"87508",99,"Strongly Favorable"
"87509",93,"Strongly Favorable"
"87510",50,"Unfavorable"
"87511",6,"Strongly unfavorable"
"87512",100,"Strongly Favorable"
"87513",50,"Unfavorable"
"87514",79,"Strongly Favorable"
"87515",50,"Unfavorable"
"87516",50,"Unfavorable"
"87517",53,"Lightly Favorable"
"87518",100,"Strongly Favorable"
"87519",4,"Strongly unfavorable"
"87520",35,"Unfavorable"
"87521",50,"Unfavorable"
"87522",95,"Strongly Favorable"
"87523",29,"Unfavorable"
"87524",90,"Strongly Favorable"
"87525",78,"Strongly Favorable"
"87526",50,"Unfavorable"
"87527",35,"Unfavorable"
"87528",51,"Lightly Favorable"
"87529",98,"Strongly Favorable"
"87530",61,"Lightly Favorable"
"87531",32,"Unfavorable"
"87532",52,"Lightly Favorable"
"87533",94,"Strongly Favorable"
"87534",4,"Strongly unfavorable"
"87535",95,"Strongly Favorable"
"87536",83,"Strongly Favorable"
"87537",49,"Unfavorable"
"87538",88,"Strongly Favorable"
"87539",59,"Lightly Favorable"
"87540",50,"Unfavorable"
"87541",100,"Strongly Favorable"
"87542",60,"Lightly Favorable"
"87543",71,"Lightly Favorable"
"87544",25,"Strongly unfavorable"
"87545",66,"Lightly Favorable"
"87546",72,"Lightly Favorable"
"87547",61,"Lightly Favorable"
"87548",100,"Strongly Favorable"
"87549",98,"Strongly Favorable"
"87550",100,"Strongly Favorable"
"87551",50,"Unfavorable"
"87552",50,"Unfavorable"
"87553",80,"Strongly Favorable"
"87554",99,"Strongly Favorable"
"87555",81,"Strongly Favorable"
"87556",86,"Strongly Favorable"
"87557",100,"Strongly Favorable"
"87558",59,"Lightly Favorable"
"87559",49,"Unfavorable"
"87560",25,"Strongly unfavorable"
"87561",100,"Strongly Favorable"
"87562",40,"Unfavorable"
"87563",76,"Strongly Favorable"
"87564",75,"Lightly Favorable"
"87565",91,"Strongly Favorable"
"87566",96,"Strongly Favorable"
"87567",99,"Strongly Favorable"
"87568",59,"Lightly Favorable"
"87569",51,"Lightly Favorable"
"87570",56,"Lightly Favorable"
"87571",63,"Lightly Favorable"
"87572",77,"Strongly Favorable"
"87573",52,"Lightly Favorable"
"87574",57,"Lightly Favorable"
"87575",99,"Strongly Favorable"
"87576",100,"Strongly Favorable"
"87577",100,"Strongly Favorable"
"87578",88,"Strongly Favorable"
"87579",79,"Strongly Favorable"
"87580",78,"Strongly Favorable"
"87581",50,"Unfavorable"
"87582",100,"Strongly Favorable"
"87583",60,"Lightly Favorable"
"87584",47,"Unfavorable"
"87585",100,"Strongly Favorable"
"87586",50,"Unfavorable"
"87587",100,"Strongly Favorable"
"87588",50,"Unfavorable"
"87589",99,"Strongly Favorable"
"87590",95,"Strongly Favorable"
"87591",50,"Unfavorable"
"87592",80,"Strongly Favorable"
"87593",59,"Lightly Favorable"
"87594",99,"Strongly Favorable"
"87595",51,"Lightly Favorable"
"87596",60,"Lightly Favorable"
"87597",75,"Lightly Favorable"
"87598",90,"Strongly Favorable"
"87599",1,"Strongly unfavorable"
"87600",79,"Strongly Favorable"
"87601",6,"Strongly unfavorable"
"87602",60,"Lightly Favorable"
"87603",76,"Strongly Favorable"
"87604",46,"Unfavorable"
"87605",70,"Lightly Favorable"
"87606",11,"Strongly unfavorable"
"87607",95,"Strongly Favorable"
"87608",27,"Unfavorable"
"87609",50,"Unfavorable"
"87610",80,"Strongly Favorable"
"87611",65,"Lightly Favorable"
"87612",97,"Strongly Favorable"
"87613",65,"Lightly Favorable"
"87614",86,"Strongly Favorable"
"87615",50,"Unfavorable"
"87616",94,"Strongly Favorable"
"87617",73,"Lightly Favorable"
"87618",98,"Strongly Favorable"
"87619",70,"Lightly Favorable"
"87620",99,"Strongly Favorable"
"87621",97,"Strongly Favorable"
"87622",75,"Lightly Favorable"
"87623",52,"Lightly Favorable"
"87624",27,"Unfavorable"
"87625",51,"Lightly Favorable"
"87626",49,"Unfavorable"
"87627",90,"Strongly Favorable"
"87628",50,"Unfavorable"
"87629",0,"Strongly unfavorable"
"87630",50,"Unfavorable"
"87631",79,"Strongly Favorable"
"87632",90,"Strongly Favorable"
"87633",50,"Unfavorable"
"87634",100,"Strongly Favorable"
"87635",81,"Strongly Favorable"
"87636",85,"Strongly Favorable"
"87637",10,"Strongly unfavorable"
"87638",50,"Unfavorable"
"87639",31,"Unfavorable"
"87640",97,"Strongly Favorable"
"87641",81,"Strongly Favorable"
"87642",84,"Strongly Favorable"
"87643",2,"Strongly unfavorable"
"87644",49,"Unfavorable"
"87645",81,"Strongly Favorable"
"87646",25,"Strongly unfavorable"
"87647",80,"Strongly Favorable"
"87648",69,"Lightly Favorable"
"87649",60,"Lightly Favorable"
"87650",100,"Strongly Favorable"
"87651",50,"Unfavorable"
"87652",93,"Strongly Favorable"
"87653",30,"Unfavorable"
"87654",4,"Strongly unfavorable"
"87655",44,"Unfavorable"
"87656",100,"Strongly Favorable"
"87657",56,"Lightly Favorable"
"87658",43,"Unfavorable"
"87659",51,"Lightly Favorable"
"87660",50,"Unfavorable"
"87661",50,"Unfavorable"
"87662",91,"Strongly Favorable"
"87663",99,"Strongly Favorable"
"87664",71,"Lightly Favorable"
"87665",51,"Lightly Favorable"
"87666",71,"Lightly Favorable"
"87667",99,"Strongly Favorable"
"87668",99,"Strongly Favorable"
"87669",50,"Unfavorable"
"87670",96,"Strongly Favorable"
"87671",77,"Strongly Favorable"
"87672",51,"Lightly Favorable"
"87673",100,"Strongly Favorable"
"87674",75,"Lightly Favorable"
"87675",38,"Unfavorable"
"87676",32,"Unfavorable"
"87677",100,"Strongly Favorable"
"87678",60,"Lightly Favorable"
"87679",0,"Strongly unfavorable"
"87680",51,"Lightly Favorable"
"87681",50,"Unfavorable"
"87682",61,"Lightly Favorable"
"87683",65,"Lightly Favorable"
"87684",100,"Strongly Favorable"
"87685",70,"Lightly Favorable"
"87686",100,"Strongly Favorable"
"87687",15,"Strongly unfavorable"
"87688",21,"Strongly unfavorable"
"87689",100,"Strongly Favorable"
"87690",51,"Lightly Favorable"
"87691",100,"Strongly Favorable"
"87692",35,"Unfavorable"
"87693",81,"Strongly Favorable"
"87694",100,"Strongly Favorable"
"87695",36,"Unfavorable"
"87696",50,"Unfavorable"
"87697",50,"Unfavorable"
"87698",20,"Strongly unfavorable"
"87699",69,"Lightly Favorable"
"87700",81,"Strongly Favorable"
"87701",81,"Strongly Favorable"
"87702",51,"Lightly Favorable"
"87703",49,"Unfavorable"
"87704",97,"Strongly Favorable"
"87705",97,"Strongly Favorable"
"87706",100,"Strongly Favorable"
"87707",10,"Strongly unfavorable"
"87708",0,"Strongly unfavorable"
"87709",100,"Strongly Favorable"
"87710",95,"Strongly Favorable"
"87711",100,"Strongly Favorable"
"87712",11,"Strongly unfavorable"
"87713",90,"Strongly Favorable"
"87714",91,"Strongly Favorable"
"87715",30,"Unfavorable"
"87716",99,"Strongly Favorable"
"87717",68,"Lightly Favorable"
"87718",90,"Strongly Favorable"
"87719",80,"Strongly Favorable"
"87720",75,"Lightly Favorable"
"87721",99,"Strongly Favorable"
"87722",50,"Unfavorable"
"87723",76,"Strongly Favorable"
"87724",49,"Unfavorable"
"87725",99,"Strongly Favorable"
"87726",50,"Unfavorable"
"87727",100,"Strongly Favorable"
"87728",80,"Strongly Favorable"
"87729",97,"Strongly Favorable"
"87730",18,"Strongly unfavorable"
"87731",51,"Lightly Favorable"
"87732",75,"Lightly Favorable"
"87733",66,"Lightly Favorable"
"87734",25,"Strongly unfavorable"
"87735",35,"Unfavorable"
"87736",83,"Strongly Favorable"
"87737",73,"Lightly Favorable"
"87738",95,"Strongly Favorable"
"87739",99,"Strongly Favorable"
"87740",95,"Strongly Favorable"
"87741",75,"Lightly Favorable"
"87742",36,"Unfavorable"
"87743",77,"Strongly Favorable"
"87744",50,"Unfavorable"
"87745",31,"Unfavorable"
"87746",87,"Strongly Favorable"
"87747",50,"Unfavorable"
"87748",99,"Strongly Favorable"
"87749",5,"Strongly unfavorable"
"87750",60,"Lightly Favorable"
"87751",100,"Strongly Favorable"
"87752",6,"Strongly unfavorable"
"87753",1,"Strongly unfavorable"
"87754",50,"Unfavorable"
"87755",53,"Lightly Favorable"
"87756",94,"Strongly Favorable"
"87757",34,"Unfavorable"
"87758",45,"Unfavorable"
"87759",100,"Strongly Favorable"
"87760",50,"Unfavorable"
"87761",80,"Strongly Favorable"
"87762",81,"Strongly Favorable"
"87763",90,"Strongly Favorable"
"87764",100,"Strongly Favorable"
"87765",100,"Strongly Favorable"
"87766",50,"Unfavorable"
"87767",50,"Unfavorable"
"87768",10,"Strongly unfavorable"
"87769",58,"Lightly Favorable"
"87770",50,"Unfavorable"
"87771",48,"Unfavorable"
"87772",75,"Lightly Favorable"
"87773",100,"Strongly Favorable"
"87774",99,"Strongly Favorable"
"87775",72,"Lightly Favorable"
"87776",76,"Strongly Favorable"
"87777",69,"Lightly Favorable"
"87778",80,"Strongly Favorable"
"87779",48,"Unfavorable"
"87780",99,"Strongly Favorable"
"87781",19,"Strongly unfavorable"
"87782",100,"Strongly Favorable"
"87783",89,"Strongly Favorable"
"87784",13,"Strongly unfavorable"
"87785",50,"Unfavorable"
"87786",60,"Lightly Favorable"
"87787",88,"Strongly Favorable"
"87788",51,"Lightly Favorable"
"87789",50,"Unfavorable"
"87790",30,"Unfavorable"
"87791",50,"Unfavorable"
"87792",51,"Lightly Favorable"
"87793",56,"Lightly Favorable"
"87794",69,"Lightly Favorable"
"87795",48,"Unfavorable"
"87796",93,"Strongly Favorable"
"87797",40,"Unfavorable"
"87798",50,"Unfavorable"
"87799",51,"Lightly Favorable"
"87800",45,"Unfavorable"
"87801",63,"Lightly Favorable"
"87802",0,"Strongly unfavorable"
"87803",76,"Strongly Favorable"
"87804",93,"Strongly Favorable"
"87805",64,"Lightly Favorable"
"87806",2,"Strongly unfavorable"
"87807",50,"Unfavorable"
